,Date,Open,High,Low,Close,Volume
0,2015-05-20,231.88999900000002,234.68299900000002,231.84199500000003,234.018005,15499400.0
1,2015-05-21,234.016006,236.242004,233.835007,235.34399399999998,15108900.0
2,2015-05-22,235.32099900000003,240.96899399999998,235.059998,240.348007,27003000.0
3,2015-05-23,240.285995,241.024994,238.690994,238.871994,14605000.0
4,2015-05-24,238.975998,241.97799700000002,238.811005,240.95300299999997,11508000.0
5,2015-05-25,240.92700200000002,241.020996,236.63699300000002,237.11000099999998,14423900.0
6,2015-05-26,237.104004,238.242004,235.69200099999998,237.11599700000002,16425000.0
7,2015-05-27,237.065002,238.636002,236.69500699999998,237.28300499999997,18837000.0
8,2015-05-28,237.257004,237.82400499999997,236.651993,237.40800499999997,13829600.0
9,2015-05-29,237.376999,237.52200299999998,235.731003,237.09599300000002,14805000.0
10,2015-05-30,237.09199500000003,237.093002,232.04600499999998,233.34500099999997,14098600.0
11,2015-05-31,233.13499500000003,233.251999,229.54200699999998,230.190002,14730800.0
12,2015-06-01,230.233002,231.71299700000003,221.29600499999998,222.92599500000003,26090500.0
13,2015-06-02,222.893997,226.416,222.419006,225.80299399999998,20459000.0
14,2015-06-03,225.73599199999998,227.40400699999998,223.92999300000002,225.873993,17752400.0
15,2015-06-04,225.77200299999998,226.580994,224.05400099999997,224.32400499999997,14728100.0
16,2015-06-05,224.15400699999998,225.968002,223.17900099999997,224.951996,18056500.0
17,2015-06-06,225.00500499999998,225.71899399999998,224.378998,225.619003,11131500.0
18,2015-06-07,225.59599300000002,226.194,222.651993,222.880997,13318400.0
19,2015-06-08,222.878998,229.464005,222.839005,228.488998,23378400.0
20,2015-06-09,228.537994,230.95399500000002,227.92900099999997,229.048004,28353100.0
21,2015-06-10,228.99499500000002,229.781998,228.00999500000003,228.80299399999998,15904800.0
22,2015-06-11,228.854996,230.28700299999997,228.766998,229.705002,14416000.0
23,2015-06-12,229.705002,231.05700699999997,229.313004,229.981995,14017700.0
24,2015-06-13,229.919998,232.651993,229.210007,232.401993,13305300.0
25,2015-06-14,232.44200099999998,234.858002,232.003998,233.542999,12165900.0
26,2015-06-15,233.42199700000003,237.83599900000002,233.42199700000003,236.82299799999998,19912100.0
27,2015-06-16,236.76499900000002,251.742004,236.121994,250.895004,41612000.0
28,2015-06-17,250.82299799999998,256.852997,246.475998,249.28399700000003,43858400.0
29,2015-06-18,249.42799399999998,252.108002,244.126999,249.007004,30980200.0
30,2015-06-19,249.042999,250.977005,243.78700299999997,244.606003,23965300.0
31,2015-06-20,244.52999900000003,245.82800299999997,240.626999,245.212006,20608100.0
32,2015-06-21,245.100006,245.22399900000002,241.882004,243.944,10600900.0
33,2015-06-22,243.96899399999998,247.91700699999998,243.77900699999998,246.99000499999997,17692500.0
34,2015-06-23,246.92700200000002,247.30400099999997,243.132996,244.29600499999998,15108700.0
35,2015-06-24,244.281998,244.34100299999997,240.51499900000002,240.51499900000002,17344900.0
36,2015-06-25,240.36500499999997,243.332001,240.36500499999997,242.798996,16133100.0
37,2015-06-26,242.604004,243.748993,241.55299399999998,243.59399399999998,13983500.0
38,2015-06-27,243.548996,251.339005,243.117004,250.99000499999997,20488600.0
39,2015-06-28,250.955002,251.17199700000003,247.434006,249.011002,15137600.0
40,2015-06-29,248.72099300000002,257.173004,248.580994,257.06399500000003,34742900.0
41,2015-06-30,257.036011,267.867004,255.94599900000003,263.071991,44533800.0
42,2015-07-01,263.34500099999997,265.17199700000003,255.774002,258.621002,27029800.0
43,2015-07-02,258.552002,261.631012,254.11599700000002,255.41200299999997,21551900.0
44,2015-07-03,255.459,257.076996,253.50500499999998,256.335999,19033800.0
45,2015-07-04,256.490997,261.457001,254.19999700000002,260.885986,15620400.0
46,2015-07-05,260.804993,274.506012,258.700989,271.91299399999997,44156100.0
47,2015-07-06,271.108002,277.42199700000003,267.600006,269.02999900000003,49154800.0
48,2015-07-07,269.963013,271.341003,264.832001,266.207001,28857600.0
49,2015-07-08,265.98199500000004,272.971008,264.385986,270.785004,36980200.0
50,2015-07-09,270.826996,272.334991,267.085999,269.227997,40301200.0
51,2015-07-10,269.156006,294.591003,268.802002,284.89401200000003,100390000.0
52,2015-07-11,284.880005,298.506012,283.52999900000003,293.11499,41109900.0
53,2015-07-12,293.140015,314.39401200000003,292.505005,310.867004,56405000.0
54,2015-07-13,310.826996,310.947998,281.010986,292.053986,62053900.0
55,2015-07-14,292.033997,296.147003,286.638,287.463989,28727200.0
56,2015-07-15,288.045013,293.24798599999997,285.367004,285.82901,27486600.0
57,2015-07-16,286.041992,291.183014,275.23999,278.088989,49482600.0
58,2015-07-17,278.091003,280.27999900000003,272.042999,279.471985,27591400.0
59,2015-07-18,279.330994,282.527008,274.075012,274.90100099999995,25187100.0
60,2015-07-19,274.766998,275.670013,272.513,273.614014,15332500.0
61,2015-07-20,273.49899300000004,278.98098799999997,272.959991,278.98098799999997,22711400.0
62,2015-07-21,278.88198900000003,280.54699700000003,275.419006,275.833008,22930700.0
63,2015-07-22,275.657013,277.66598500000003,274.381012,277.221985,19389800.0
64,2015-07-23,277.341003,278.110992,275.716003,276.049011,18531300.0
65,2015-07-24,276.005005,289.252991,275.253998,288.278015,37199400.0
66,2015-07-25,288.164001,290.733002,286.00201400000003,288.696991,20662200.0
67,2015-07-26,288.640015,293.052002,287.705994,292.68600499999997,16032300.0
68,2015-07-27,292.639008,297.77398700000003,287.450012,293.62399300000004,30592000.0
69,2015-07-28,293.632996,296.64898700000003,293.423004,294.427002,25453600.0
70,2015-07-29,294.48400899999996,294.536011,288.777008,289.589996,24672600.0
71,2015-07-30,289.102997,290.12600699999996,286.567993,287.721985,21635800.0
72,2015-07-31,287.696014,288.95901499999997,282.343994,284.649994,23629100.0
73,2015-08-01,284.68600499999997,284.932007,278.112,281.60101299999997,18995000.0
74,2015-08-02,280.449005,283.032013,277.528992,282.614014,17722200.0
75,2015-08-03,282.806,285.471008,280.233002,281.22699,21474100.0
76,2015-08-04,281.225006,285.714996,281.225006,285.217987,21908700.0
77,2015-08-05,284.846985,285.50100699999996,281.488007,281.88198900000003,20128000.0
78,2015-08-06,281.906006,281.906006,278.403015,278.576996,18792100.0
79,2015-08-07,278.740997,280.391998,276.365997,279.584991,42484800.0
80,2015-08-08,279.742004,279.928009,260.709991,260.997009,58533000.0
81,2015-08-09,261.115997,267.002991,260.467987,265.083008,23789600.0
82,2015-08-10,265.477997,267.032013,262.596008,264.47000099999997,20979400.0
83,2015-08-11,264.34201,270.385986,264.093994,270.385986,25433900.0
84,2015-08-12,270.597992,270.673004,265.468994,266.37600699999996,26815400.0
85,2015-08-13,266.183014,266.23199500000004,262.841003,264.079987,27685500.0
86,2015-08-14,264.13198900000003,267.466003,261.477997,265.679993,27091200.0
87,2015-08-15,265.528992,266.666992,261.29599,261.550995,19321100.0
88,2015-08-16,261.865997,262.440002,257.04098500000003,258.50698900000003,29717000.0
89,2015-08-17,258.48999,260.505005,257.117004,257.97601299999997,21617900.0
90,2015-08-18,257.925995,257.99301099999997,211.07899500000002,211.07899500000002,42147200.0
91,2015-08-19,225.67100499999998,237.40899700000003,222.766006,226.684006,60869200.0
92,2015-08-20,226.899002,237.36500499999997,226.899002,235.350006,32275000.0
93,2015-08-21,235.354996,236.43200699999997,231.72399900000002,232.569,23173800.0
94,2015-08-22,232.66200299999997,234.957001,222.70399500000002,230.38999900000002,23205900.0
95,2015-08-23,230.376007,232.705002,225.580002,228.169006,18406600.0
96,2015-08-24,228.112,228.13900800000002,210.44299300000003,210.49499500000002,59220700.0
97,2015-08-25,210.06799300000003,226.32099900000003,199.567001,221.608994,61089200.0
98,2015-08-26,222.076004,231.18299900000002,220.20399500000002,225.830994,31808000.0
99,2015-08-27,226.05000299999998,228.643005,223.684006,224.768997,21905400.0
100,2015-08-28,224.701004,235.21899399999998,220.92599500000003,231.395996,31336600.0
101,2015-08-29,231.548996,233.222,227.330002,229.77999900000003,17142500.0
102,2015-08-30,229.895004,232.06799300000003,226.246994,228.761002,19412600.0
103,2015-08-31,229.113998,231.955994,225.914993,230.056,20710700.0
104,2015-09-01,230.255997,231.21600299999997,226.86000099999998,228.121002,20575200.0
105,2015-09-02,228.026993,230.576996,226.475006,229.28399700000003,18760400.0
106,2015-09-03,229.32400499999997,229.604996,226.66700699999998,227.18299900000002,17482000.0
107,2015-09-04,227.21499599999999,230.899994,227.05099500000003,230.298004,20962400.0
108,2015-09-05,230.19900499999997,236.143005,229.44299300000003,235.018997,20671400.0
109,2015-09-06,234.86999500000002,242.91200299999997,234.681,239.83999599999999,25473700.0
110,2015-09-07,239.934006,242.106003,238.722,239.847,21192200.0
111,2015-09-08,239.84599300000002,245.78100600000002,239.67799399999998,243.606995,26879200.0
112,2015-09-09,243.414993,244.416,237.82099900000003,238.167999,23635700.0
113,2015-09-10,238.33599900000002,241.292999,235.791,238.477005,21215500.0
114,2015-09-11,238.32899500000002,241.169006,238.32899500000002,240.106995,19224700.0
115,2015-09-12,239.854996,240.123993,234.753998,235.229004,17962600.0
116,2015-09-13,235.242004,235.934998,229.332001,230.51199300000002,18478800.0
117,2015-09-14,230.608994,232.440002,227.96099900000002,230.643997,20997800.0
118,2015-09-15,230.492004,259.182007,229.82200600000002,230.30400099999997,19177800.0
119,2015-09-16,230.25,231.21499599999999,227.401993,229.09100299999997,20144200.0
120,2015-09-17,229.076004,230.28500400000001,228.92599500000003,229.809998,18935400.0
121,2015-09-18,233.520996,234.35299700000002,232.184998,232.975006,20242200.0
122,2015-09-19,232.858002,233.205002,231.089005,231.492996,12712600.0
123,2015-09-20,231.399002,232.36500499999997,230.91000400000001,231.212006,14444700.0
124,2015-09-21,231.21699500000003,231.21699500000003,226.520996,227.085007,19678800.0
125,2015-09-22,226.96899399999998,232.386002,225.117004,230.617996,25009300.0
126,2015-09-23,230.936005,231.835007,229.59100299999997,230.28300499999997,17254100.0
127,2015-09-24,230.358002,235.649002,230.294998,234.52900699999998,25097800.0
128,2015-09-25,234.362,237.42700200000002,233.684006,235.143997,22363600.0
129,2015-09-26,235.076004,235.403,233.358002,234.33999599999999,13724100.0
130,2015-09-27,234.13900800000002,234.52600099999998,232.475998,232.757004,14179900.0
131,2015-09-28,232.83599900000002,239.339005,232.46699500000003,239.141998,24713000.0
132,2015-09-29,239.016006,239.80200200000002,235.92799399999998,236.686996,22691300.0
133,2015-09-30,236.63999900000002,237.733994,235.628998,236.059998,19743500.0
134,2015-10-01,236.003998,238.44500699999998,235.61599700000002,237.548996,20488800.0
135,2015-10-02,237.26400800000002,238.541,236.60299700000002,237.292999,19677900.0
136,2015-10-03,237.201996,239.315002,236.944,238.729996,16482700.0
137,2015-10-04,238.53100600000002,238.968002,237.940002,238.25900299999998,12999000.0
138,2015-10-05,238.14700299999998,240.382996,237.03500400000001,240.382996,23335900.0
139,2015-10-06,240.363998,246.934998,240.136002,246.063004,27535100.0
140,2015-10-07,246.169998,246.681,242.585007,242.96899399999998,22999200.0
141,2015-10-08,243.07499700000002,244.251007,242.17900099999997,242.30400099999997,18515300.0
142,2015-10-09,242.498001,244.22799700000002,242.121994,243.931,17353100.0
143,2015-10-10,243.74000499999997,245.319,243.07400499999997,244.940994,15912700.0
144,2015-10-11,244.742004,247.242996,244.151993,247.05000299999998,16827300.0
145,2015-10-12,246.875,247.45399500000002,245.17900099999997,245.30799900000002,17388300.0
146,2015-10-13,245.19999700000002,250.23599199999998,243.757004,249.507996,28198500.0
147,2015-10-14,249.492996,254.274994,248.903,251.988998,27462600.0
148,2015-10-15,252.106995,255.962006,252.04600499999998,254.32000699999998,25223500.0
149,2015-10-16,254.29600499999998,266.13501,253.92599500000003,262.868988,35901500.0
150,2015-10-17,262.747009,273.57800299999997,262.367004,270.640015,43199600.0
151,2015-10-18,270.907013,271.667999,260.777008,261.64300499999996,22434300.0
152,2015-10-19,261.860992,264.820007,260.950989,263.43701200000004,25258800.0
153,2015-10-20,263.571991,270.834991,263.22699,269.463013,30889800.0
154,2015-10-21,269.306,270.769989,263.838989,266.272003,25637300.0
155,2015-10-22,266.496002,276.51001,266.13501,274.02301,37808600.0
156,2015-10-23,273.64898700000003,278.68399,273.542999,276.496002,29442500.0
157,2015-10-24,276.503998,281.705994,276.503998,281.653992,25942400.0
158,2015-10-25,281.445007,294.05899,281.445007,283.679993,45717100.0
159,2015-10-26,283.627991,285.299988,280.51001,285.299988,32108800.0
160,2015-10-27,285.181,296.21200600000003,285.007996,293.78799399999997,46331800.0
161,2015-10-28,293.70300299999997,306.330994,293.70300299999997,304.61801099999997,50808100.0
162,2015-10-29,304.324005,318.170013,301.822998,313.855011,64495900.0
163,2015-10-30,313.942993,334.169006,313.940002,328.015015,78305000.0
164,2015-10-31,328.511993,332.777008,309.25100699999996,314.16598500000003,48598100.0
