,Date,Open,High,Low,Close,Volume
43,2011-07-02,1502.199951,1502.199951,1480.0,1482.300049,66.0
44,2011-07-03,1502.199951,1502.199951,1480.0,1482.300049,66.0
45,2011-07-04,1502.199951,1502.199951,1480.0,1482.300049,66.0
46,2011-07-05,1490.400024,1515.0,1490.300049,1512.300049,199.0
47,2011-07-06,1513.699951,1531.5,1510.300049,1528.699951,71.0
48,2011-07-07,1529.099976,1533.099976,1522.699951,1530.199951,55.0
49,2011-07-08,1527.0,1542.599976,1526.599976,1541.199951,3.0
50,2011-07-09,1527.0,1542.599976,1526.599976,1541.199951,3.0
51,2011-07-10,1527.0,1542.599976,1526.599976,1541.199951,3.0
52,2011-07-11,1550.0,1555.199951,1543.099976,1548.800049,14.0
53,2011-07-12,1548.199951,1565.0,1542.0,1561.900024,8.0
54,2011-07-13,1574.0,1585.599976,1570.800049,1585.199951,29.0
55,2011-07-14,1586.300049,1592.800049,1583.599976,1589.0,19.0
56,2011-07-15,1582.300049,1592.199951,1582.300049,1589.800049,8.0
57,2011-07-16,1582.300049,1592.199951,1582.300049,1589.800049,8.0
58,2011-07-17,1582.300049,1592.199951,1582.300049,1589.800049,8.0
59,2011-07-18,1592.800049,1605.0,1592.800049,1602.099976,13.0
60,2011-07-19,1608.099976,1608.800049,1583.300049,1600.900024,63.0
61,2011-07-20,1584.300049,1596.699951,1582.400024,1596.699951,9.0
62,2011-07-21,1598.0,1601.599976,1586.599976,1586.800049,24.0
63,2011-07-22,1588.5,1606.5,1588.5,1601.300049,12.0
64,2011-07-23,1588.5,1606.5,1588.5,1601.300049,12.0
65,2011-07-24,1588.5,1606.5,1588.5,1601.300049,12.0
66,2011-07-25,1610.0,1619.400024,1610.0,1612.0,67.0
67,2011-07-26,1609.800049,1618.5,1609.800049,1616.599976,28.0
68,2011-07-27,1619.699951,1619.699951,1617.0,1615.0,232220.0
69,2011-07-28,1614.199951,1620.599976,1602.800049,1613.400024,70263.0
70,2011-07-29,1617.099976,1634.900024,1610.599976,1628.300049,6761.0
71,2011-07-30,1617.099976,1634.900024,1610.599976,1628.300049,6761.0
72,2011-07-31,1617.099976,1634.900024,1610.599976,1628.300049,6761.0
73,2011-08-01,1623.0,1631.800049,1607.0,1619.0,2889.0
74,2011-08-02,1619.300049,1660.599976,1616.800049,1641.900024,2440.0
75,2011-08-03,1659.900024,1672.300049,1651.599976,1663.400024,2024.0
76,2011-08-04,1660.5,1681.800049,1640.0,1656.199951,1952.0
77,2011-08-05,1647.5,1666.099976,1642.699951,1648.800049,825.0
78,2011-08-06,1647.5,1666.099976,1642.699951,1648.800049,825.0
79,2011-08-07,1647.5,1666.099976,1642.699951,1648.800049,825.0
80,2011-08-08,1679.0999760000002,1720.0,1678.0999760000002,1710.199951,1885.0
81,2011-08-09,1722.5,1779.0,1720.0999760000002,1740.0,1861.0
82,2011-08-10,1744.0,1795.5999760000002,1741.300049,1781.300049,969.0
83,2011-08-11,1795.0999760000002,1813.5,1733.300049,1748.800049,1503.0
84,2011-08-12,1760.5999760000002,1764.199951,1723.800049,1740.199951,1166.0
85,2011-08-13,1760.5999760000002,1764.199951,1723.800049,1740.199951,1166.0
86,2011-08-14,1760.5999760000002,1764.199951,1723.800049,1740.199951,1166.0
87,2011-08-15,1734.9000239999998,1765.199951,1730.5,1755.5,976.0
88,2011-08-16,1769.0,1787.300049,1761.5999760000002,1782.4000239999998,278.0
89,2011-08-17,1784.800049,1794.300049,1782.0,1791.199951,231.0
90,2011-08-18,1786.5,1828.5,1785.5,1818.9000239999998,868.0
91,2011-08-19,1823.699951,1874.4000239999998,1823.699951,1848.9000239999998,328.0
92,2011-08-20,1823.699951,1874.4000239999998,1823.699951,1848.9000239999998,328.0
93,2011-08-21,1823.699951,1874.4000239999998,1823.699951,1848.9000239999998,328.0
94,2011-08-22,1868.5999760000002,1895.0,1858.4000239999998,1888.699951,1106.0
95,2011-08-23,1909.0,1909.300049,1824.5999760000002,1858.300049,458.0
96,2011-08-24,1833.0,1853.0999760000002,1753.0999760000002,1754.0999760000002,992.0
97,2011-08-25,1748.4000239999998,1772.5,1707.300049,1759.800049,864.0
98,2011-08-26,1768.5,1829.300049,1768.5,1794.0999760000002,270.0
99,2011-08-27,1768.5,1829.300049,1768.5,1794.0999760000002,270.0
100,2011-08-28,1768.5,1829.300049,1768.5,1794.0999760000002,270.0
101,2011-08-29,1817.9000239999998,1817.9000239999998,1786.699951,1788.4000239999998,828.0
102,2011-08-30,1787.199951,1839.5999760000002,1783.0999760000002,1826.699951,598.0
103,2011-08-31,1830.5999760000002,1837.9000239999998,1811.4000239999998,1828.5,336.0
104,2011-09-01,1825.800049,1829.5,1814.4000239999998,1826.0,263.0
105,2011-09-02,1828.5999760000002,1884.199951,1828.5999760000002,1873.699951,442.0
106,2011-09-03,1828.5999760000002,1884.199951,1828.5999760000002,1873.699951,442.0
107,2011-09-04,1828.5999760000002,1884.199951,1828.5999760000002,1873.699951,442.0
108,2011-09-05,1828.5999760000002,1884.199951,1828.5999760000002,1873.699951,442.0
109,2011-09-06,1886.300049,1911.5999760000002,1864.0,1869.9000239999998,536.0
110,2011-09-07,1868.9000239999998,1873.699951,1792.800049,1814.199951,470.0
111,2011-09-08,1839.300049,1870.0,1835.0,1854.4000239999998,142.0
112,2011-09-09,1858.0999760000002,1881.300049,1830.0,1856.4000239999998,188.0
113,2011-09-10,1858.0999760000002,1881.300049,1830.0,1856.4000239999998,188.0
114,2011-09-11,1858.0999760000002,1881.300049,1830.0,1856.4000239999998,188.0
115,2011-09-12,1852.4000239999998,1852.4000239999998,1806.0,1809.9000239999998,245.0
116,2011-09-13,1817.800049,1835.300049,1808.0999760000002,1826.800049,52.0
117,2011-09-14,1843.0,1843.0,1809.0,1823.5,156.0
118,2011-09-15,1816.300049,1816.300049,1775.800049,1778.5,80.0
119,2011-09-16,1768.5,1819.0999760000002,1768.5,1812.0999760000002,111.0
120,2011-09-17,1768.5,1819.0999760000002,1768.5,1812.0999760000002,111.0
121,2011-09-18,1768.5,1819.0999760000002,1768.5,1812.0999760000002,111.0
122,2011-09-19,1814.699951,1818.9000239999998,1788.0,1776.4000239999998,13.0
123,2011-09-20,1778.800049,1807.800049,1776.0,1806.5999760000002,86.0
124,2011-09-21,1808.0,1811.699951,1782.800049,1805.5,22.0
125,2011-09-22,1773.199951,1773.199951,1730.9000239999998,1739.199951,23.0
126,2011-09-23,1737.300049,1737.300049,1636.300049,1637.5,81.0
127,2011-09-24,1737.300049,1737.300049,1636.300049,1637.5,81.0
128,2011-09-25,1737.300049,1737.300049,1636.300049,1637.5,81.0
129,2011-09-26,1646.400024,1661.800049,1562.400024,1592.5,151.0
130,2011-09-27,1653.800049,1665.400024,1653.699951,1650.599976,47.0
131,2011-09-28,1650.0,1650.0,1650.0,1616.300049,21275.0
132,2011-09-29,1604.0,1633.800049,1585.0,1615.5,7181.0
133,2011-09-30,1620.800049,1639.400024,1609.400024,1620.400024,284.0
134,2011-10-01,1620.800049,1639.400024,1609.400024,1620.400024,284.0
135,2011-10-02,1620.800049,1639.400024,1609.400024,1620.400024,284.0
136,2011-10-03,1627.800049,1660.800049,1627.599976,1656.0,101.0
137,2011-10-04,1661.0,1678.0999760000002,1596.599976,1614.699951,159.0
138,2011-10-05,1629.300049,1640.300049,1599.599976,1640.300049,114.0
139,2011-10-06,1642.599976,1654.699951,1637.599976,1651.900024,38.0
140,2011-10-07,1657.0,1665.0,1626.199951,1634.5,66.0
141,2011-10-08,1657.0,1665.0,1626.199951,1634.5,66.0
142,2011-10-09,1657.0,1665.0,1626.199951,1634.5,66.0
143,2011-10-10,1645.599976,1676.800049,1645.599976,1669.599976,61.0
144,2011-10-11,1685.0,1685.0,1657.599976,1659.699951,151.0
145,2011-10-12,1667.099976,1691.0,1667.099976,1681.300049,37.0
146,2011-10-13,1676.099976,1678.800049,1656.199951,1667.300049,148.0
147,2011-10-14,1665.800049,1683.300049,1665.800049,1681.800049,51.0
148,2011-10-15,1665.800049,1683.300049,1665.800049,1681.800049,51.0
149,2011-10-16,1665.800049,1683.300049,1665.800049,1681.800049,51.0
150,2011-10-17,1683.5999760000002,1693.5,1667.300049,1675.5,41.0
151,2011-10-18,1666.0,1666.0,1627.5,1651.699951,85.0
152,2011-10-19,1659.300049,1659.300049,1641.300049,1646.0,22.0
153,2011-10-20,1643.199951,1643.199951,1608.699951,1611.900024,92.0
154,2011-10-21,1626.099976,1647.400024,1626.099976,1635.099976,32.0
155,2011-10-22,1626.099976,1647.400024,1626.099976,1635.099976,32.0
156,2011-10-23,1626.099976,1647.400024,1626.099976,1635.099976,32.0
157,2011-10-24,1646.199951,1657.800049,1646.199951,1651.5,313.0
158,2011-10-25,1645.0,1706.800049,1645.0,1699.5999760000002,355.0
159,2011-10-26,1717.0,1723.5999760000002,1708.9000239999998,1722.699951,135.0
160,2011-10-27,1717.800049,1735.5,1717.800049,1746.699951,494.0
161,2011-10-28,1752.0,1752.0,1733.0,1746.199951,158.0
162,2011-10-29,1752.0,1752.0,1733.0,1746.199951,158.0
163,2011-10-30,1752.0,1752.0,1733.0,1746.199951,158.0
164,2011-10-31,1741.9000239999998,1741.9000239999998,1717.0,1724.199951,62.0
165,2011-11-01,1706.699951,1720.0999760000002,1682.5,1711.0,246.0
166,2011-11-02,1724.300049,1741.4000239999998,1723.199951,1728.699951,294.0
167,2011-11-03,1740.5,1766.0,1726.5999760000002,1764.199951,290.0
168,2011-11-04,1757.0,1761.199951,1754.9000239999998,1755.300049,47.0
169,2011-11-05,1757.0,1761.199951,1754.9000239999998,1755.300049,47.0
170,2011-11-06,1757.0,1761.199951,1754.9000239999998,1755.300049,47.0
171,2011-11-07,1755.300049,1797.0,1755.300049,1790.300049,35.0
172,2011-11-08,1798.4000239999998,1798.4000239999998,1785.699951,1798.4000239999998,14.0
173,2011-11-09,1793.0,1793.0,1774.199951,1790.9000239999998,6.0
174,2011-11-10,1766.800049,1766.800049,1754.800049,1758.9000239999998,16.0
175,2011-11-11,1777.0,1789.0999760000002,1777.0,1787.5,28.0
176,2011-11-12,1777.0,1789.0999760000002,1777.0,1787.5,28.0
177,2011-11-13,1777.0,1789.0999760000002,1777.0,1787.5,28.0
178,2011-11-14,1779.0,1779.0,1779.0,1777.800049,24.0
179,2011-11-15,1779.199951,1783.0999760000002,1761.300049,1781.699951,18.0
180,2011-11-16,1777.5,1777.5,1757.699951,1773.800049,65.0
181,2011-11-17,1755.300049,1755.300049,1714.0,1719.800049,54.0
182,2011-11-18,1725.0,1736.0,1719.0,1724.699951,14.0
183,2011-11-19,1725.0,1736.0,1719.0,1724.699951,14.0
184,2011-11-20,1725.0,1736.0,1719.0,1724.699951,14.0
185,2011-11-21,1704.5999760000002,1704.5999760000002,1674.400024,1678.300049,9.0
186,2011-11-22,1675.400024,1702.199951,1675.400024,1702.199951,13.0
187,2011-11-23,1691.199951,1700.0,1681.5999760000002,1695.699951,34.0
188,2011-11-24,1691.199951,1700.0,1681.5999760000002,1695.699951,34.0
189,2011-11-25,,,,,
190,2011-11-26,,,,,
191,2011-11-27,,,,,
192,2011-11-28,1710.800049,1710.800049,1710.800049,1710.800049,175525.0
193,2011-11-29,1711.300049,1718.4000239999998,1704.0,1713.4000239999998,64786.0
194,2011-11-30,1714.0,1749.199951,1699.9000239999998,1745.5,15463.0
195,2011-12-01,1747.0,1753.300049,1734.5,1735.300049,1350.0
196,2011-12-02,1744.800049,1762.9000239999998,1741.5999760000002,1747.0,1067.0
197,2011-12-03,1744.800049,1762.9000239999998,1741.5999760000002,1747.0,1067.0
198,2011-12-04,1744.800049,1762.9000239999998,1741.5999760000002,1747.0,1067.0
199,2011-12-05,1748.9000239999998,1752.5999760000002,1718.699951,1730.699951,756.0
200,2011-12-06,1722.0999760000002,1731.800049,1703.0,1727.9000239999998,648.0
201,2011-12-07,1730.5999760000002,1741.9000239999998,1720.0,1740.9000239999998,300.0
202,2011-12-08,1742.0,1752.300049,1705.4000239999998,1709.800049,942.0
203,2011-12-09,1713.300049,1720.699951,1705.699951,1712.800049,568.0
204,2011-12-10,1713.300049,1720.699951,1705.699951,1712.800049,568.0
205,2011-12-11,1713.300049,1720.699951,1705.699951,1712.800049,568.0
206,2011-12-12,1707.5,1708.199951,1658.5,1664.199951,894.0
207,2011-12-13,1654.699951,1671.800049,1628.0,1659.900024,274.0
208,2011-12-14,1636.5,1639.5,1565.800049,1584.300049,890.0
209,2011-12-15,1571.400024,1592.800049,1565.599976,1574.599976,589.0
210,2011-12-16,1587.400024,1595.900024,1586.0,1595.599976,57.0
211,2011-12-17,1587.400024,1595.900024,1586.0,1595.599976,57.0
212,2011-12-18,1587.400024,1595.900024,1586.0,1595.599976,57.0
213,2011-12-19,1596.400024,1603.400024,1589.699951,1594.400024,92.0
214,2011-12-20,1596.400024,1617.0,1596.400024,1615.599976,215.0
215,2011-12-21,1615.599976,1635.0,1608.300049,1611.900024,38.0
216,2011-12-22,1608.800049,1610.0,1601.900024,1608.900024,599.0
217,2011-12-23,1612.0,1612.800049,1604.699951,1604.699951,62.0
218,2011-12-24,1612.0,1612.800049,1604.699951,1604.699951,62.0
219,2011-12-25,1612.0,1612.800049,1604.699951,1604.699951,62.0
220,2011-12-26,1612.0,1612.800049,1604.699951,1604.699951,62.0
221,2011-12-27,1599.0,1599.0,1592.599976,1594.199951,52.0
222,2011-12-28,1584.900024,1588.599976,1561.300049,1562.900024,763.0
223,2011-12-29,1559.300049,1559.300049,1525.0,1539.900024,866.0
224,2011-12-30,1549.400024,1579.5,1547.900024,1565.800049,289.0
225,2011-12-31,1549.400024,1579.5,1547.900024,1565.800049,289.0
226,2012-01-01,1549.400024,1579.5,1547.900024,1565.800049,289.0
227,2012-01-02,1549.400024,1579.5,1547.900024,1565.800049,289.0
228,2012-01-03,1568.900024,1604.300049,1566.0,1599.699951,229.0
229,2012-01-04,1596.599976,1618.599976,1594.5,1611.900024,172.0
230,2012-01-05,1610.800049,1624.099976,1597.800049,1619.400024,362.0
231,2012-01-06,1622.5,1627.800049,1616.099976,1616.099976,20.0
232,2012-01-07,1622.5,1627.800049,1616.099976,1616.099976,20.0
233,2012-01-08,1622.5,1627.800049,1616.099976,1616.099976,20.0
234,2012-01-09,1614.300049,1620.099976,1607.5,1607.5,8.0
235,2012-01-10,1619.900024,1638.0,1619.900024,1631.0,47.0
236,2012-01-11,1634.800049,1645.400024,1633.800049,1639.199951,65.0
237,2012-01-12,1645.199951,1656.099976,1645.199951,1647.300049,84.0
238,2012-01-13,1638.900024,1643.400024,1630.400024,1630.400024,368.0
239,2012-01-14,1638.900024,1643.400024,1630.400024,1630.400024,368.0
240,2012-01-15,1638.900024,1643.400024,1630.400024,1630.400024,368.0
241,2012-01-16,1638.900024,1643.400024,1630.400024,1630.400024,368.0
242,2012-01-17,1643.699951,1657.800049,1642.099976,1655.199951,16.0
243,2012-01-18,1654.0,1660.300049,1654.0,1659.5,11.0
244,2012-01-19,1663.0,1664.400024,1653.5,1654.099976,58.0
245,2012-01-20,1652.800049,1664.300049,1652.800049,1663.699951,8.0
246,2012-01-21,1652.800049,1664.300049,1652.800049,1663.699951,8.0
247,2012-01-22,1652.800049,1664.300049,1652.800049,1663.699951,8.0
248,2012-01-23,1676.900024,1680.0,1669.900024,1678.0,10.0
249,2012-01-24,1666.900024,1668.199951,1664.199951,1664.199951,5.0
250,2012-01-25,1673.0,1706.199951,1672.0,1699.800049,239.0
251,2012-01-26,1729.0,1729.0,1721.0,1726.300049,16.0
252,2012-01-27,1727.0,1734.0999760000002,1727.0,1731.800049,175023.0
253,2012-01-28,1727.0,1734.0999760000002,1727.0,1731.800049,175023.0
254,2012-01-29,1727.0,1734.0999760000002,1727.0,1731.800049,175023.0
255,2012-01-30,1737.199951,1739.9000239999998,1715.699951,1731.0,53427.0
256,2012-01-31,1731.699951,1747.699951,1725.0,1737.800049,7540.0
257,2012-02-01,1738.199951,1751.0999760000002,1734.0,1747.0999760000002,2027.0
258,2012-02-02,1745.0999760000002,1761.0999760000002,1742.9000239999998,1756.800049,2062.0
259,2012-02-03,1758.699951,1761.300049,1724.5,1737.9000239999998,543.0
260,2012-02-04,1758.699951,1761.300049,1724.5,1737.9000239999998,543.0
261,2012-02-05,1758.699951,1761.300049,1724.5,1737.9000239999998,543.0
262,2012-02-06,1728.0,1738.300049,1713.300049,1722.800049,726.0
263,2012-02-07,1722.0,1748.0,1713.199951,1746.4000239999998,272.0
264,2012-02-08,1744.0,1751.5,1728.199951,1729.300049,955.0
265,2012-02-09,1731.4000239999998,1749.699951,1726.0999760000002,1739.0,119.0
266,2012-02-10,1732.699951,1734.4000239999998,1706.4000239999998,1723.300049,248.0
267,2012-02-11,1732.699951,1734.4000239999998,1706.4000239999998,1723.300049,248.0
268,2012-02-12,1732.699951,1734.4000239999998,1706.4000239999998,1723.300049,248.0
269,2012-02-13,1725.0,1733.0,1718.4000239999998,1723.0,104.0
270,2012-02-14,1720.0,1724.9000239999998,1715.0,1715.9000239999998,94.0
271,2012-02-15,1723.5999760000002,1737.0,1723.5999760000002,1726.300049,110.0
272,2012-02-16,1718.4000239999998,1728.4000239999998,1707.0,1726.800049,38.0
273,2012-02-17,1733.5999760000002,1735.0999760000002,1718.800049,1724.5,80.0
274,2012-02-18,1733.5999760000002,1735.0999760000002,1718.800049,1724.5,80.0
275,2012-02-19,1733.5999760000002,1735.0999760000002,1718.800049,1724.5,80.0
276,2012-02-20,1733.5999760000002,1735.0999760000002,1718.800049,1724.5,80.0
277,2012-02-21,1736.0999760000002,1760.0,1733.5999760000002,1757.0999760000002,115.0
278,2012-02-22,1758.699951,1781.9000239999998,1750.0,1770.0,161.0
279,2012-02-23,1774.0,1786.0,1773.0,1784.9000239999998,298.0
280,2012-02-24,1778.5,1780.699951,1771.300049,1775.0999760000002,129.0
281,2012-02-25,1778.5,1780.699951,1771.300049,1775.0999760000002,129.0
282,2012-02-26,1778.5,1780.699951,1771.300049,1775.0999760000002,129.0
283,2012-02-27,1773.5999760000002,1775.5999760000002,1768.0999760000002,1773.5999760000002,841.0
284,2012-02-28,1767.9000239999998,1789.4000239999998,1767.9000239999998,1787.0,306.0
285,2012-02-29,1789.9000239999998,1790.4000239999998,1669.0,1709.9000239999998,359.0
286,2012-03-01,1698.5999760000002,1724.5999760000002,1698.5999760000002,1721.0999760000002,214.0
287,2012-03-02,1723.0,1723.0,1705.199951,1708.800049,135.0
288,2012-03-03,1723.0,1723.0,1705.199951,1708.800049,135.0
289,2012-03-04,1723.0,1723.0,1705.199951,1708.800049,135.0
290,2012-03-05,1705.5,1709.5,1695.4000239999998,1703.0,421.0
291,2012-03-06,1708.699951,1708.699951,1666.0,1671.400024,176.0
292,2012-03-07,1676.0,1684.0,1673.099976,1683.300049,39.0
293,2012-03-08,1686.4000239999998,1702.4000239999998,1686.4000239999998,1698.0999760000002,301.0
294,2012-03-09,1698.800049,1710.9000239999998,1680.699951,1710.9000239999998,73.0
295,2012-03-10,1698.800049,1710.9000239999998,1680.699951,1710.9000239999998,73.0
296,2012-03-11,1698.800049,1710.9000239999998,1680.699951,1710.9000239999998,73.0
297,2012-03-12,1708.0999760000002,1708.0999760000002,1694.9000239999998,1699.199951,98.0
298,2012-03-13,1698.4000239999998,1698.4000239999998,1685.0999760000002,1693.699951,47.0
299,2012-03-14,1676.900024,1681.0,1637.400024,1642.5,201.0
300,2012-03-15,1646.300049,1660.199951,1640.0,1659.099976,405.0
301,2012-03-16,1660.0,1661.400024,1641.300049,1655.5,317.0
302,2012-03-17,1660.0,1661.400024,1641.300049,1655.5,317.0
303,2012-03-18,1660.0,1661.400024,1641.300049,1655.5,317.0
304,2012-03-19,1661.199951,1668.0,1652.099976,1666.900024,462.0
305,2012-03-20,1648.099976,1652.300049,1642.0,1646.699951,250.0
306,2012-03-21,1657.800049,1660.0,1646.099976,1650.0,546.0
307,2012-03-22,1648.0,1649.400024,1633.800049,1642.300049,321.0
308,2012-03-23,1652.5,1665.099976,1646.300049,1662.300049,76.0
309,2012-03-24,1652.5,1665.099976,1646.300049,1662.300049,76.0
310,2012-03-25,1652.5,1665.099976,1646.300049,1662.300049,76.0
311,2012-03-26,1665.0,1692.9000239999998,1657.800049,1685.5,84.0
312,2012-03-27,1687.800049,1690.800049,1684.4000239999998,1684.800049,100.0
313,2012-03-28,1670.099976,1670.099976,1657.900024,1657.900024,193107.0
314,2012-03-29,1661.800049,1664.5,1644.300049,1652.199951,47342.0
315,2012-03-30,1660.599976,1670.0,1659.0,1669.300049,9825.0
316,2012-03-31,1660.599976,1670.0,1659.0,1669.300049,9825.0
317,2012-04-01,1660.599976,1670.0,1659.0,1669.300049,9825.0
318,2012-04-02,1670.400024,1682.800049,1662.0,1677.5,2531.0
319,2012-04-03,1677.599976,1679.5,1638.699951,1670.0,1165.0
320,2012-04-04,1646.5,1647.0,1612.300049,1612.300049,1122.0
321,2012-04-05,1620.800049,1633.199951,1620.400024,1628.5,289.0
322,2012-04-06,1620.800049,1633.199951,1620.400024,1628.5,289.0
323,2012-04-07,1620.800049,1633.199951,1620.400024,1628.5,289.0
324,2012-04-08,1620.800049,1633.199951,1620.400024,1628.5,289.0
325,2012-04-09,1645.300049,1646.400024,1636.5,1642.5,158.0
326,2012-04-10,1649.0,1661.699951,1636.199951,1659.5,350.0
327,2012-04-11,1654.800049,1659.699951,1654.699951,1659.0,426.0
328,2012-04-12,1660.0,1680.0999760000002,1650.0,1679.5,1309.0
329,2012-04-13,1673.300049,1674.800049,1650.0,1659.099976,220.0
330,2012-04-14,1673.300049,1674.800049,1650.0,1659.099976,220.0
331,2012-04-15,1673.300049,1674.800049,1650.0,1659.099976,220.0
332,2012-04-16,1650.800049,1656.800049,1641.199951,1648.699951,717.0
333,2012-04-17,1652.0,1652.900024,1637.0,1650.300049,69.0
334,2012-04-18,1653.199951,1653.300049,1638.099976,1638.800049,273.0
335,2012-04-19,1642.099976,1653.099976,1632.0,1640.599976,77.0
336,2012-04-20,1641.699951,1645.599976,1640.900024,1642.099976,54.0
337,2012-04-21,1641.699951,1645.599976,1640.900024,1642.099976,54.0
338,2012-04-22,1641.699951,1645.599976,1640.900024,1642.099976,54.0
339,2012-04-23,1642.400024,1642.400024,1625.099976,1631.900024,226.0
340,2012-04-24,1634.400024,1648.599976,1634.400024,1643.0,123.0
341,2012-04-25,1641.300049,1643.800049,1626.900024,1641.400024,82.0
342,2012-04-26,1658.300049,1659.599976,1658.300049,1659.599976,280.0
343,2012-04-27,1654.5,1666.900024,1654.0,1664.0,236.0
344,2012-04-28,1654.5,1666.900024,1654.0,1664.0,236.0
345,2012-04-29,1654.5,1666.900024,1654.0,1664.0,236.0
346,2012-04-30,1663.0,1665.699951,1653.0,1663.400024,36.0
347,2012-05-01,1665.0,1670.5,1661.699951,1661.699951,25.0
348,2012-05-02,1659.199951,1659.199951,1648.300049,1653.400024,50.0
349,2012-05-03,1651.199951,1652.199951,1631.300049,1634.199951,78.0
350,2012-05-04,1635.699951,1645.599976,1629.400024,1644.699951,68.0
351,2012-05-05,1635.699951,1645.599976,1629.400024,1644.699951,68.0
352,2012-05-06,1635.699951,1645.599976,1629.400024,1644.699951,68.0
353,2012-05-07,1637.900024,1640.0,1632.599976,1638.599976,21.0
354,2012-05-08,1636.699951,1636.699951,1596.0,1604.0,154.0
355,2012-05-09,1595.300049,1595.300049,1586.300049,1593.699951,30.0
356,2012-05-10,1594.199951,1595.099976,1592.400024,1595.099976,6.0
357,2012-05-11,1586.099976,1589.599976,1583.599976,1583.599976,6.0
358,2012-05-12,1586.099976,1589.599976,1583.599976,1583.599976,6.0
359,2012-05-13,1586.099976,1589.599976,1583.599976,1583.599976,6.0
360,2012-05-14,1563.0,1563.099976,1555.5,1560.599976,5.0
361,2012-05-15,1555.400024,1558.300049,1542.400024,1556.800049,28.0
362,2012-05-16,1541.400024,1541.400024,1528.5,1536.199951,26.0
363,2012-05-17,1546.900024,1579.0,1546.900024,1574.5,51.0
364,2012-05-18,1573.699951,1591.599976,1568.199951,1591.599976,26.0
365,2012-05-19,1573.699951,1591.599976,1568.199951,1591.599976,26.0
366,2012-05-20,1573.699951,1591.599976,1568.199951,1591.599976,26.0
367,2012-05-21,1591.900024,1594.099976,1588.400024,1588.400024,32.0
368,2012-05-22,1575.699951,1578.099976,1568.400024,1576.300049,27.0
369,2012-05-23,1538.199951,1548.099976,1534.400024,1548.099976,6.0
370,2012-05-24,1559.0,1569.400024,1551.5,1557.300049,23.0
371,2012-05-25,1558.199951,1568.800049,1557.300049,1568.800049,7.0
372,2012-05-26,1558.199951,1568.800049,1557.300049,1568.800049,7.0
